word,preference,pos_score,scaled_pos_score,frequency,scaled_frequency
rusks,1.2692790480445923e-05,6794,0.6108064371122899,25492,2.0780381e-05
chary,1.268911086167401e-05,4712,0.42362671941023106,36745,2.99535187e-05
fondu,1.2687726050489974e-05,4188,0.3765171266744583,41338,3.36976067e-05
sedes,1.2685720260792951e-05,9849,0.8854625550660793,17575,1.43266592e-05
kopek,1.2671173324229075e-05,5411,0.48646947765890497,31953,2.60472114e-05
buist,1.2668493507947495e-05,4381,0.39386856064011505,39457,3.21642669e-05
boody,1.265792927257035e-05,5758,0.5176660972759147,29996,2.44519186e-05
zymes,1.2656702904791872e-05,7155,0.6432617099703317,24137,1.9675822e-05
alane,1.2634625646857862e-05,4973,0.44709161197518654,34667,2.825959e-05
gnaws,1.2628787511507687e-05,6295,0.5659444394497887,27374,2.23145359e-05
schwa,1.2614204244853006e-05,2663,0.23941382720489077,64634,5.26878685e-05
krays,1.261165339811202e-05,6608,0.5940843297671492,26042,2.12287259e-05
moggy,1.2601801710851389e-05,4867,0.43756180886451496,35330,2.88000494e-05
bedes,1.2595442564631844e-05,9197,0.826845275555156,18687,1.52331312e-05
fulls,1.258031630921514e-05,7349,0.6607030477389193,23358,1.90408026e-05
veles,1.258002331162456e-05,8989,0.8081452845455362,19096,1.55665368e-05
shoed,1.2576153577236358e-05,6238,0.5608199226827295,27509,2.24245842e-05
drear,1.2573275644996853e-05,4249,0.382001258653241,40377,3.29142257e-05
rusas,1.2566317176517126e-05,7367,0.6623213161916749,23275,1.89731432e-05
squab,1.2554911672291647e-05,3373,0.3032455272858042,50789,4.14018033e-05
fiere,1.2538035033426234e-05,5092,0.4577901645239594,33598,2.73881704e-05
gompa,1.2526320383943181e-05,4337,0.3899127933111571,39410,3.21259538e-05
tofts,1.2516093441319788e-05,7933,0.713206868650544,21528,1.75490366e-05
cloke,1.2509735883979143e-05,4625,0.4158050885552459,36907,3.00855767e-05
toran,1.2501579390020676e-05,5708,0.5131709071293715,29885,2.43614344e-05
ranke,1.2499778629407533e-05,5869,0.5276454194012407,29061,2.36897321e-05
looby,1.2497090380041358e-05,5196,0.46714016002876924,32818,2.67523357e-05
septs,1.2481739071473524e-05,8396,0.754832329407534,20285,1.6535777e-05
tinct,1.2481668805681922e-05,4289,0.3855974107704756,39709,3.23696904e-05
shyer,1.2468938695091253e-05,5313,0.4776589049716803,32023,2.61042735e-05
ecads,1.2468314716128742e-05,6135,0.5515598309808505,27731,2.26055525e-05
vison,1.246407455745752e-05,3379,0.30378495010338935,50332,4.10292694e-05
meths,1.2462588666645689e-05,7119,0.6400251730648207,23887,1.94720289e-05
marid,1.2457996712649465e-05,5852,0.526117054751416,29048,2.36791349e-05
cided,1.2429503702238603e-05,5835,0.5245886901015913,29066,2.3693808e-05
plods,1.2429077292564956e-05,6964,0.6260900836105368,24353,1.98518993e-05
murti,1.2422916791333275e-05,4252,0.38227097006203364,39866,3.24976725e-05
sanes,1.2420199174053762e-05,11055,0.9938865414007012,15330,1.24965966e-05
renos,1.2417327194749616e-05,7862,0.7068236986424525,21551,1.75677856e-05
pikey,1.2414325220264315e-05,6125,0.5506607929515418,27656,2.25444146e-05
ticky,1.2400215969648478e-05,4384,0.39413827204890767,38595,3.14615881e-05
besom,1.2387613810518745e-05,3943,0.3544906949563967,42868,3.49448208e-05
thill,1.2318608709161199e-05,3652,0.32832868830351525,46026,3.7519136e-05
zappy,1.2308560376067609e-05,4443,0.39944259642182867,37801,3.0814341e-05
babas,1.230427359974827e-05,8525,0.7664299199856154,19694,1.605401e-05
gigue,1.2296528681740537e-05,4299,0.38649644879978423,39029,3.1815373e-05
ulema,1.2291762022529893e-05,2849,0.2561359345500315,58870,4.79892134e-05
dufus,1.2279652438011326e-05,6395,0.5749348197428751,26201,2.13583384e-05
stroy,1.2263577203847882e-05,4989,0.44853007282208035,33541,2.73417056e-05
abuzz,1.225780472788816e-05,1641,0.14753214060954778,101924,8.30856563e-05
braza,1.2222230287368516e-05,3888,0.34954598579519913,42894,3.49660153e-05
halfs,1.2219534343396566e-05,7779,0.6993616829991909,21434,1.74724104e-05
poort,1.2216027618888789e-05,5381,0.483772363570979,30977,2.52516029e-05
diyas,1.221375179501933e-05,7297,0.6560280499865144,22839,1.8617728e-05
bumbo,1.2211983345527285e-05,3233,0.29065899487548325,51541,4.20148131e-05
azole,1.2210868725343884e-05,4044,0.3635709790524139,41201,3.3585928e-05
toted,1.2206700733902725e-05,6668,0.599478557943001,24979,2.03621974e-05
resus,1.218849945604603e-05,7136,0.6415535377146453,23306,1.89984136e-05
frier,1.218823956571069e-05,5578,0.5014834127483593,29815,2.43043723e-05
giros,1.2184329691809762e-05,7860,0.7066438910365909,21152,1.72425317e-05
becke,1.2173902421379126e-05,4945,0.4445743054931224,33592,2.73832794e-05
sepal,1.2173813738272049e-05,5097,0.45823968353861366,32590,2.65664764e-05
butty,1.2166837069459676e-05,4902,0.4407084419670952,33867,2.76074518e-05
maund,1.2134564757943002e-05,5227,0.469927177919626,31677,2.58222238e-05
trigo,1.209844657419761e-05,3612,0.3247325361862807,45704,3.72566504e-05
afros,1.2073675673127753e-05,6603,0.5936348107524948,24950,2.03385574e-05
nervy,1.2066563178998471e-05,4600,0.4135574934819743,35793,2.91774744e-05
tenia,1.2055747736294164e-05,4962,0.446102670142947,33152,2.70246034e-05
lycee,1.2016891185543467e-05,5076,0.4563517036770655,32303,2.63325218e-05
ariki,1.2015746747361323e-05,3503,0.3149330216668165,46804,3.81533403e-05
kipps,1.2015651166411938e-05,6486,0.5831160658095838,25278,2.0605934e-05
arish,1.2007100544367525e-05,3605,0.3241032095657646,45447,3.7047151e-05
crays,1.2006798406239324e-05,7153,0.64308190236447,22904,1.86707142e-05
rowth,1.1997617586910005e-05,4256,0.3826305852737571,38465,3.13556157e-05
fudgy,1.1992802749402141e-05,3889,0.34963588959813,42078,3.43008344e-05
nabla,1.1972918131025801e-05,4369,0.3927897150049447,37393,3.04817506e-05
shaya,1.1967398492996492e-05,4126,0.37094309089274474,39577,3.22620876e-05
nisse,1.196448226305853e-05,4270,0.3838892385147892,38233,3.11664956e-05
ponga,1.1952244686640295e-05,5013,0.4506877640924211,32533,2.65200115e-05
linch,1.193783873586263e-05,3690,0.3317450328148881,44144,3.59849811e-05
scrat,1.1934244432724984e-05,4732,0.4254247954688483,34413,2.80525361e-05
envoi,1.191173737329857e-05,1864,0.16758068866313044,87197,7.10806088e-05
spang,1.1906428450885551e-05,3952,0.3552998291827744,41109,3.35109321e-05
chimo,1.1901293009808504e-05,3301,0.296772453474782,49195,4.01024181e-05
elute,1.1883454250615841e-05,4082,0.36698732356378677,39723,3.23811028e-05
ducat,1.1867463889741978e-05,4057,0.36473972849051517,39914,3.25368008e-05
terek,1.1861853202391442e-05,6218,0.5590218466241123,26030,2.12189439e-05
hemin,1.1860790953951271e-05,4034,0.3626719410231053,40119,3.27039112e-05
rebid,1.1850116234828732e-05,4290,0.38568731457340644,37691,3.0724672e-05
aspro,1.1849714788168661e-05,2296,0.2064191315292637,70422,5.74060878e-05
firer,1.1846932220875665e-05,6168,0.554526656477569,26208,2.13640446e-05
orval,1.1831404570349726e-05,2990,0.2688123707632833,53993,4.40136164e-05
lodes,1.1821578793895532e-05,9331,0.8388923851478918,17287,1.40918895e-05
whang,1.1817030982648568e-05,3119,0.28040996134136476,51697,4.214198e-05
swigs,1.1814559850741706e-05,7142,0.6420929605322305,22572,1.84000769e-05
waxer,1.1813839841769305e-05,5800,0.521442056999011,27793,2.26560932e-05
whish,1.1774023263939585e-05,2884,0.2592825676526117,55706,4.54100072e-05
schmo,1.1773908340969163e-05,2646,0.23788546255506607,60716,4.94940221e-05
tacan,1.174630649905601e-05,5070,0.45581228085948033,31613,2.57700527e-05
togas,1.1739687034711859e-05,8293,0.745572237705655,19316,1.57458747e-05
feres,1.1732214815957925e-05,9691,0.8712577542030028,16519,1.34658369e-05
trues,1.1730720092511013e-05,8694,0.7816236626809314,18411,1.50081435e-05
fiefs,1.172992609907399e-05,7040,0.6329227726332823,22735,1.853295e-05
guyed,1.1725927533039648e-05,5180,0.4657016991818754,30888,2.51790525e-05
keens,1.1719723894039378e-05,7619,0.6849770745302526,20989,1.71096586e-05
amuck,1.1693837028715275e-05,2253,0.20255326800323653,70822,5.77321568e-05
poult,1.1693045467940304e-05,5113,0.4596781443855075,31205,2.54374623e-05
oleum,1.1681242924390902e-05,2424,0.21792681830441427,65755,5.3601677e-05
slunk,1.1674808474062752e-05,3966,0.3565584824238065,40167,3.27430395e-05
goffs,1.166211577067338e-05,7091,0.6375078665827565,22441,1.82932892e-05
pones,1.16592260531781e-05,10185,0.9156702328508496,15620,1.27329967e-05
bucko,1.165016896810213e-05,3373,0.3032455272858042,47129,3.84182714e-05
alfas,1.1645145210231051e-05,6634,0.5964218286433516,23952,1.95250151e-05
goyim,1.163199619338308e-05,4005,0.36006473073811024,39630,3.23052918e-05
gular,1.1623384209871438e-05,4416,0.39701519374269534,35915,2.92769254e-05
lahar,1.1612828442344691e-05,4701,0.42263777757799154,33707,2.74770242e-05
palmy,1.1598260232239503e-05,5664,0.5092151398004136,27941,2.27767388e-05
miaow,1.1596738776157512e-05,4068,0.36572867032275463,38898,3.17085854e-05
simar,1.1595356275501216e-05,5196,0.46714016002876924,30450,2.48220069e-05
birls,1.1593675683646496e-05,8206,0.7377506068506697,19278,1.57148982e-05
doree,1.1581823883934193e-05,7813,0.7024184122988403,20227,1.6488497e-05
dozes,1.156827242006653e-05,9189,0.8261260451317091,17178,1.40030356e-05
douma,1.1565442384266835e-05,4521,0.40645509305043603,34906,2.84544162e-05
solde,1.155872135366358e-05,6491,0.583565584824238,24298,1.98070648e-05
compt,1.1551754707686777e-05,4667,0.4195810482783422,33774,2.75316408e-05
spaza,1.1550800957439541e-05,3828,0.3441517576193473,41173,3.35631032e-05
hayer,1.154425694159849e-05,5957,0.5355569540591567,26443,2.15556102e-05
virga,1.153164045814978e-05,3920,0.3524229074889868,40140,3.27210298e-05
hapus,1.1529628443549403e-05,7462,0.670862177470107,21083,1.71862848e-05
flans,1.1529279147909736e-05,7263,0.652971320686865,21660,1.76566394e-05
avise,1.1515729618673019e-05,3869,0.3478378135395127,40613,3.31066065e-05
diols,1.151500785647757e-05,7771,0.698642452575744,20219,1.64819756e-05
jinns,1.1507713686595343e-05,7280,0.6544996853366898,21569,1.75824587e-05
rumbo,1.1496063964496988e-05,2953,0.26548593005484133,53120,4.33019707e-05
roset,1.1488216251460936e-05,6301,0.5664838622673739,24878,2.0279865e-05
asura,1.1480606973837992e-05,2890,0.2598219904701969,54205,4.4186433e-05
hewer,1.1466747436563876e-05,5381,0.483772363570979,29077,2.37027749e-05
poilu,1.1451310108828554e-05,4835,0.43468488717072734,32317,2.63439343e-05
gyres,1.1430894407479996e-05,8374,0.7528544457430549,18626,1.51834056e-05
samek,1.1429257599838174e-05,6910,0.6212352782522701,22569,1.83976313e-05
ranee,1.140583846670862e-05,7692,0.6915400521442057,20233,1.64933881e-05
krabs,1.139250443362402e-05,6742,0.6061314393598849,23057,1.87954356e-05
aquae,1.1390057302903892e-05,4009,0.3604243459498337,38767,3.16017978e-05
veldt,1.139003026620516e-05,3913,0.35179358086847073,39718,3.2377027e-05
hexed,1.1382308303299469e-05,5392,0.48476130540321855,28804,2.34802328e-05
deely,1.1372026196286973e-05,5257,0.4726242920075519,29517,2.40614509e-05
coude,1.1355065356603434e-05,5669,0.5096646588150678,27331,2.22794835e-05
dulse,1.1347559926278882e-05,4748,0.4268632563157422,32611,2.6583595e-05
flogs,1.1343530382945248e-05,6653,0.598130000899038,23265,1.89649915e-05
liker,1.1341459527537536e-05,5219,0.4692079474961791,29652,2.41714992e-05
kisan,1.1332711237921425e-05,3889,0.34963588959813,39762,3.24128946e-05
gawky,1.132947356477569e-05,4965,0.44637238155173964,31136,2.53812154e-05
reify,1.130977574772094e-05,4831,0.4343252719590039,31944,2.60398749e-05
mirin,1.1297197916029848e-05,4680,0.4207497977164434,32938,2.68501565e-05
vexes,1.1296208936563876e-05,8274,0.7438640654499685,18629,1.51858511e-05
honer,1.1293883320183405e-05,6539,0.5878809673649196,23567,1.92111736e-05
gynos,1.1276839298894183e-05,6512,0.5854535646857862,23629,1.92617143e-05
glads,1.127624072624292e-05,6990,0.6284275824867391,22012,1.79435802e-05
etage,1.127610248936438e-05,3718,0.33426233929695226,41383,3.37342894e-05
omers,1.1266336694273128e-05,5998,0.5392430099793222,25630,2.08928748e-05
marls,1.124204874371123e-05,8871,0.7975366357996944,17292,1.40959653e-05
pelas,1.1240737505511103e-05,8354,0.7510563696844377,18360,1.49665697e-05
astir,1.123356451370134e-05,2997,0.26944169738379936,51145,4.16920047e-05
reate,1.1232297387350534e-05,5905,0.5308819563067517,25955,2.11578059e-05
epact,1.1226090776714913e-05,2898,0.2605412208936438,52857,4.30875803e-05
veery,1.1205036419437202e-05,4763,0.4282118133597051,32100,2.61670418e-05
degus,1.1192416363930594e-05,7020,0.6311246965746651,21755,1.77340808e-05
sylph,1.1187660026431718e-05,3460,0.31106715814078933,44120,3.59654169e-05
coqui,1.1182701003695046e-05,3707,0.33327339746471274,41162,3.35541363e-05
hosel,1.1169909138901375e-05,5910,0.5313314753214061,25789,2.10224872e-05
buret,1.1159365262788817e-05,6339,0.5699002067787468,24021,1.9581262e-05
shads,1.1159189479097364e-05,7760,0.6976535107435045,19622,1.59953176e-05
trist,1.1152725525721477e-05,4043,0.36348107524948303,37640,3.06830982e-05
artel,1.114995704537445e-05,5089,0.45752045311516676,29896,2.43704013e-05
bocks,1.114232136052324e-05,7843,0.7051155263867661,19385,1.58021217e-05
wised,1.1128350596664568e-05,5467,0.49150409062303335,27775,2.26414201e-05
nelis,1.1122883438865414e-05,7629,0.6858761125595613,19894,1.62170445e-05
nahal,1.1121415290389284e-05,4253,0.3823608738649645,35681,2.9086175e-05
samey,1.1119543352063293e-05,7950,0.7147352333003686,19085,1.55575699e-05
dabba,1.1108590858041895e-05,4196,0.37723635709790526,36124,2.94472965e-05
gonch,1.1108047512586533e-05,4465,0.40142048008630765,33946,2.76718505e-05
camos,1.110655170094399e-05,8336,0.7494381012316821,18180,1.48198386e-05
gayly,1.1105123507291198e-05,5178,0.46552189157601365,29264,2.38552122e-05
funks,1.1104014785939045e-05,7192,0.6465881506787737,21067,1.7173242e-05
recit,1.1103531130378496e-05,4252,0.38227097006203364,35632,2.90462316e-05
naras,1.1073874822305135e-05,8805,0.7916029848062573,17161,1.39891777e-05
glogg,1.1065864463328239e-05,2888,0.25964218286433516,52283,4.26196712e-05
hakea,1.1056038142623394e-05,6018,0.5410410860379394,25068,2.04347478e-05
bania,1.1055327264604873e-05,5689,0.5114627348736852,26516,2.16151178e-05
kalpa,1.1054126507956486e-05,4580,0.41175941742335703,32933,2.68460806e-05
bides,1.1050202313054031e-05,8951,0.8047289400341634,16845,1.37315831e-05
laths,1.1048258771284724e-05,7635,0.6864155353771465,19745,1.60955838e-05
baulk,1.104740667636429e-05,4862,0.43711228984986067,31004,2.52736126e-05
maneb,1.1035124915526386e-05,6297,0.5661242470556505,23912,1.94924082e-05
palay,1.1006541541220895e-05,6335,0.5695405915670233,23707,1.93252978e-05
synes,1.0981354574772992e-05,9062,0.8147082621594893,16535,1.34788796e-05
dodos,1.0980964690371304e-05,7810,0.7021487008900477,19185,1.56390871e-05
cholo,1.0971033562995596e-05,3612,0.3247325361862807,41445,3.37848301e-05
silen,1.0959018680068327e-05,6641,0.5970511552638677,22517,1.83552424e-05
curfs,1.0944202810302976e-05,7485,0.6729299649375169,19951,1.62635094e-05
sumos,1.0937515615930952e-05,7901,0.7103299469567562,18889,1.5397796e-05
basto,1.0926477641787287e-05,4984,0.44808055380742606,29914,2.43850744e-05
nubby,1.0920339268057179e-05,3383,0.3041445653151128,44046,3.59050942e-05
yabby,1.0915129872714196e-05,4314,0.3878450058437472,34524,2.81430203e-05
felty,1.091366771587701e-05,5263,0.4731637148251371,28295,2.30653099e-05
botte,1.0885922308873504e-05,6032,0.5422997392789715,24625,2.00736263e-05
pleon,1.0880021232742966e-05,3662,0.3292277263328239,40540,3.30470989e-05
gigot,1.0878494805538075e-05,3801,0.34172435494021397,39052,3.1834122e-05
sered,1.0868045550229256e-05,7528,0.676795828463544,19699,1.60580859e-05
peles,1.0859694031718062e-05,9604,0.8634361233480177,15429,1.25772987e-05
houts,1.085767567023285e-05,8094,0.727681380922413,18304,1.492092e-05
mbira,1.0851938180562799e-05,3216,0.28913063022565855,46043,3.75329939e-05
axing,1.084164406811112e-05,2769,0.24894363031556235,53425,4.35505984e-05
secco,1.0815803540807335e-05,4372,0.3930594264137373,33756,2.75169677e-05
bocci,1.081528385768228e-05,4079,0.36671761215499415,36179,2.9492131e-05
ovule,1.080169416119752e-05,3270,0.2939854355839252,45073,3.67422765e-05
impro,1.078718110258024e-05,1820,0.16362492133417245,80874,6.59262722e-05
aesir,1.0782842349833678e-05,4446,0.3997123078306212,33093,2.69765082e-05
milty,1.0779203431583207e-05,5115,0.45985795199136925,28755,2.34402893e-05
faine,1.0778693333624023e-05,6207,0.5580329047918727,23695,1.93155157e-05
assai,1.0771106964622852e-05,2713,0.24390901735143397,54173,4.41603475e-05
deray,1.0763505136959452e-05,5874,0.5280949384158949,25003,2.03817616e-05
strad,1.076094659973928e-05,4891,0.4397195001348557,30021,2.44722979e-05
steem,1.0752095614852107e-05,5186,0.46624112199946055,28290,2.3061234e-05
blits,1.074813830969163e-05,7499,0.6741886181785489,19557,1.59423313e-05
linum,1.074601718061674e-05,3500,0.3146633102580239,41894,3.41508426e-05
fungo,1.0745838360442326e-05,3552,0.31933830801042884,41280,3.36503266e-05
bolds,1.073375627303785e-05,8270,0.7435044502382451,17710,1.44367075e-05
mengs,1.072993381941922e-05,7653,0.688033803829902,19131,1.55950678e-05
vends,1.071631143994426e-05,7251,0.6518924750516947,20166,1.64387715e-05
viand,1.0711775611435764e-05,4465,0.40142048008630765,32735,2.66846764e-05
abris,1.0711177987880968e-05,6844,0.6153016272588331,21355,1.74080118e-05
brize,1.0706377673469388e-05,4540,0.40816326530612246,32178,2.62306253e-05
phial,1.0696833913188888e-05,3996,0.35925559651173244,36526,2.97749959e-05
cripe,1.0687714631843926e-05,4844,0.4354940213971051,30106,2.45415875e-05
thuds,1.0682579691576016e-05,6446,0.5795199136923492,22613,1.84334989e-05
zonda,1.0682322639216039e-05,4310,0.38748539063202375,33819,2.75683236e-05
splog,1.0641245910276005e-05,3475,0.3124157151847523,41784,3.40611736e-05
mimsy,1.0629519604288411e-05,4395,0.3951272138811472,33001,2.69015123e-05
balky,1.0628297872183764e-05,5813,0.5226108064371123,24948,2.03369271e-05
readd,1.0621361205645959e-05,4782,0.4299199856153915,30307,2.47054372e-05
proso,1.0614183922781624e-05,3689,0.3316551290119572,39260,3.20036779e-05
wefts,1.0612955054607569e-05,7062,0.6349006562977614,20506,1.67159302e-05
talaq,1.0607944259642183e-05,5000,0.44951901465431987,28949,2.35984328e-05
neeps,1.0607057397725433e-05,7201,0.6473972849051515,20099,1.63841549e-05
riads,1.0605499975474243e-05,7664,0.6890227456621415,18882,1.53920898e-05
lades,1.060549122172076e-05,9498,0.853906320237346,15236,1.24199704e-05
spazz,1.0601886120848692e-05,3181,0.2859839971230783,45477,3.70716062e-05
etape,1.0595748699847165e-05,3714,0.3339027240852288,38928,3.17330406e-05
pross,1.0594619738110223e-05,7251,0.6518924750516947,19937,1.6252097e-05
jemmy,1.0591200050112378e-05,4037,0.36294165243189785,35798,2.91815502e-05
butoh,1.0582872968263957e-05,3771,0.339027240852288,38293,3.1215406e-05
jeeze,1.0574269199316732e-05,4355,0.3915310617639126,33131,2.70074848e-05
tappa,1.0560646590353322e-05,4535,0.4077137462914681,31775,2.59021107e-05
kanas,1.0546815433246426e-05,8620,0.7749707812640475,16695,1.36093072e-05
matza,1.052984129172885e-05,4373,0.39314933021666815,32856,2.67833123e-05
scums,1.0525775459390452e-05,6754,0.6072102849950552,21265,1.73346462e-05
roosa,1.0518201530162726e-05,4904,0.4408882495729569,29266,2.38568425e-05
botty,1.051082785462555e-05,5810,0.5223410950283197,24685,2.01225367e-05
laxer,1.0510568242920076e-05,5964,0.5361862806796728,24047,1.96024565e-05
bombo,1.0504117821226287e-05,4141,0.3722916479367077,34612,2.82147555e-05
bleys,1.0489776474197608e-05,6545,0.5884203901825047,21869,1.78270105e-05
snoot,1.047799270092601e-05,4316,0.38802481344960893,33126,2.70034089e-05
fract,1.0471515598633462e-05,3902,0.3508046390362312,36618,2.98499918e-05
nopal,1.0462598467913334e-05,4329,0.3891935628877102,32978,2.68827634e-05
dacha,1.0440894711507686e-05,4247,0.3818214510473793,33545,2.73449663e-05
tangi,1.0437984551415986e-05,4739,0.4260541220893644,30054,2.44991986e-05
coper,1.043012182817585e-05,6372,0.5728670322754652,22335,1.82068809e-05
palps,1.039047658463544e-05,8333,0.7491683898228895,17014,1.38693473e-05
parch,1.0389885959552278e-05,5087,0.45734064550930503,27869,2.27180463e-05
stipa,1.038908956687944e-05,3943,0.3544906949563967,35952,2.93070868e-05
tazza,1.0382064859983817e-05,4022,0.3615930953879349,35222,2.87120108e-05
luter,1.0379107271976983e-05,5371,0.4828733255416704,26368,2.14944722e-05
zinco,1.0378354326117056e-05,3241,0.29137822529893015,43694,3.56181534e-05
orgue,1.0374152474116694e-05,3484,0.3132248494111301,40630,3.31204644e-05
earnt,1.0371321832455272e-05,5272,0.4739728490515149,26843,2.18816792e-05
cleek,1.0367218635583925e-05,5079,0.45662141508585813,27852,2.27041884e-05
tikis,1.0363624774566215e-05,7293,0.655668434774791,19390,1.58061975e-05
centu,1.0343802217603165e-05,4472,0.4020498067068237,31561,2.57276637e-05
emend,1.032986529245707e-05,2981,0.2680032365369055,47283,3.8543808e-05
topes,1.0324615111894272e-05,9544,0.8580418951721658,14761,1.20327634e-05
kenos,1.0323620783952171e-05,7609,0.684078036500944,18513,1.50912911e-05
sarky,1.0306671577218377e-05,6814,0.6126045131709071,20639,1.68243481e-05
vegie,1.0285262661053673e-05,4629,0.41616470376696935,30318,2.47144041e-05
sirup,1.0284710679717703e-05,4685,0.42119931673109773,29954,2.44176813e-05
gager,1.0265654545131709e-05,6255,0.5623482873325542,22394,1.82549761e-05
piccy,1.0263487188564236e-05,4332,0.38946327429650274,32328,2.63529012e-05
tenes,1.0261055777721838e-05,9676,0.8699091971590398,14470,1.17955481e-05
halva,1.0260940722736673e-05,4430,0.3982738469837274,31605,2.57635313e-05
carby,1.0246913137031376e-05,5916,0.5318708981389912,23634,1.92657902e-05
teils,1.024548595980401e-05,8209,0.7380203182594623,17030,1.38823901e-05
boffo,1.023371092151398e-05,3800,0.3416344511372831,36747,2.99551491e-05
renay,1.0228405628193834e-05,5586,0.5022026431718062,24985,2.03670884e-05
tuina,1.0221055667140159e-05,4512,0.40564595882405824,30910,2.51969863e-05
empts,1.0215451428670324e-05,5701,0.5125415805088556,24450,1.99309711e-05
laksa,1.0215204865566844e-05,4297,0.3863166411939225,32438,2.64425701e-05
coked,1.019921334185022e-05,6426,0.5777218376337319,21657,1.76541939e-05
gelly,1.0194061253007282e-05,5179,0.46561179537894454,26858,2.18939068e-05
ingan,1.0191514013305762e-05,2475,0.22251191225388833,56187,4.58021052e-05
ozeki,1.0190694811264946e-05,1953,0.17558212712397733,71199,5.80394769e-05
nabis,1.018588842385148e-05,7749,0.6966645689112649,17936,1.46209365e-05
pirls,1.0184663879798614e-05,8155,0.7331655129011957,17041,1.3891357e-05
arced,1.0183047673361504e-05,5213,0.4686685246785939,26654,2.17276116e-05
opsin,1.0165509770619438e-05,2431,0.21855614492493033,57058,4.65121206e-05
abler,1.015892434940214e-05,4661,0.419041625460757,29740,2.42432344e-05
oppos,1.013640379643082e-05,5499,0.494381012316821,25152,2.05032223e-05
pudsy,1.0135552201708174e-05,4244,0.38155173963858674,32587,2.65640309e-05
tirls,1.0129832354751415e-05,8113,0.7293895531780994,17037,1.38880963e-05
yobbo,1.012907096125146e-05,3238,0.29110851389013753,42684,3.4794829e-05
sexto,1.0106896044700172e-05,4604,0.41391710869369774,29954,2.44176813e-05
retch,1.0094867146363392e-05,3642,0.3274296502742066,37821,3.08306445e-05
appui,1.0094477095963319e-05,2008,0.18052683628517485,68595,5.59167673e-05
bancs,1.0093672432976715e-05,8486,0.7629236716713117,16230,1.3230252e-05
waide,1.0079489889274476e-05,5708,0.5131709071293715,24095,1.96415848e-05
raths,1.0072462817081723e-05,7688,0.6911804369324822,17877,1.45728413e-05
kapas,1.0069630536123347e-05,8021,0.72111840330846,17130,1.39639073e-05
milko,1.0057518482055201e-05,3809,0.3424435853636609,36029,2.93698551e-05
chais,1.0054512042713296e-05,7529,0.6768857322664749,18222,1.48540759e-05
cerge,1.0047106926872246e-05,5684,0.5110132158590308,24119,1.96611489e-05
kight,1.0020615124498786e-05,3078,0.2767239054211993,44422,3.62115991e-05
yagis,1.001942399600827e-05,7633,0.6862357277712847,17911,1.46005572e-05
punny,1.0013719071086938e-05,5087,0.45734064550930503,26860,2.18955371e-05
potch,1.0012557651137283e-05,4338,0.3900026971140879,31494,2.56730472e-05
loped,1.0011982172867033e-05,6176,0.555245886901016,22120,1.80316188e-05
khadi,9.997102331969793e-06,2905,0.26117054751415986,46957,3.82780617e-05
butes,9.99069072152297e-06,8981,0.8074260541220893,15179,1.23735055e-05
tokes,9.976703416146722e-06,9449,0.8495010338937337,14407,1.17441922e-05
fauve,9.974655943540412e-06,5195,0.46705025622583834,26199,2.1356708e-05
raggy,9.963883026467679e-06,4969,0.4467319967634631,27361,2.23039386e-05
rangy,9.947906252090263e-06,5569,0.5006742785219814,24374,1.9869018e-05
seans,9.924081305493122e-06,9157,0.8232491234379214,14788,1.2054773e-05
addio,9.923831709251102e-06,2478,0.22278162366268092,54645,4.4545109e-05
wyles,9.912101923590759e-06,7799,0.7011597590578081,17342,1.41367239e-05
winge,9.905760564847614e-06,4694,0.4220084509574755,28795,2.34728962e-05
okapi,9.903333300008991e-06,2290,0.20587970871167852,59009,4.81025224e-05
volet,9.899521634810751e-06,6232,0.5602804998651443,21675,1.7668867e-05
grego,9.894232572876023e-06,3269,0.2938955317809943,41299,3.36658149e-05
kabab,9.889914120372201e-06,4101,0.36869549581947314,32906,2.68240709e-05
filch,9.881977567742517e-06,3596,0.32329407533938687,37497,3.05665285e-05
tachs,9.876126343684258e-06,7652,0.6879439000269711,17611,1.43560054e-05
foule,9.87547612507417e-06,5644,0.5074170637417963,23875,1.94622468e-05
naric,9.869333215706194e-06,4789,0.4305493122359076,28120,2.29226547e-05
swizz,9.841497596979232e-06,2928,0.26323833498156973,45863,3.73862629e-05
boord,9.839421486217747e-06,5528,0.4969882226018161,24287,1.97980979e-05
codas,9.820377250112379e-06,8426,0.7575294434954598,15903,1.29636905e-05
cists,9.820214392358178e-06,7678,0.6902813989031736,17452,1.42263929e-05
befit,9.816712902903893e-06,4318,0.38820462105547066,31021,2.52874705e-05
boree,9.803582926908208e-06,8040,0.7228265755641463,16638,1.35628424e-05
ocker,9.801848669819294e-06,3702,0.33282387845005845,36128,2.94505572e-05
netty,9.798754766519824e-06,4760,0.42794210195091253,28089,2.28973843e-05
blebs,9.796056874755011e-06,6679,0.6004674997752405,20013,1.63140501e-05
cavil,9.793238834846713e-06,4775,0.4292906589948755,27985,2.28126064e-05
minny,9.788553639054212e-06,5118,0.4601276634001618,26097,2.12735604e-05
ratha,9.787671718061675e-06,4417,0.3971050975456262,30236,2.464756e-05
doomy,9.781590364056459e-06,5462,0.491054571608379,24436,1.99195587e-05
neddy,9.778212309376966e-06,4109,0.3694147262429201,32471,2.64694708e-05
